Station,Year,Month,Day,Night,DayLimit,NightLimit,Name,City,State,Type
CHE02,2011,10,76.0,72.0,75,70,Guindy,Chennai,Tamil Nadu,Industrial
CHE02,2011,11,75.0,70.0,75,70,Guindy,Chennai,Tamil Nadu,Industrial
CHE02,2011,12,75.0,69.0,75,70,Guindy,Chennai,Tamil Nadu,Industrial
CHE03,2011,2,67.0,58.0,65,55,Perambur,Chennai,Tamil Nadu,Commercial
CHE03,2011,3,68.0,57.0,65,55,Perambur,Chennai,Tamil Nadu,Commercial
CHE03,2011,4,68.0,58.0,65,55,Perambur,Chennai,Tamil Nadu,Commercial
CHE03,2011,5,68.0,60.0,65,55,Perambur,Chennai,Tamil Nadu,Commercial
CHE03,2011,6,68.0,59.0,65,55,Perambur,Chennai,Tamil Nadu,Commercial
CHE03,2011,7,68.0,60.0,65,55,Perambur,Chennai,Tamil Nadu,Commercial
CHE03,2011,8,68.0,60.0,65,55,Perambur,Chennai,Tamil Nadu,Commercial
CHE03,2011,9,68.0,59.0,65,55,Perambur,Chennai,Tamil Nadu,Commercial
CHE03,2011,10,69.0,58.0,65,55,Perambur,Chennai,Tamil Nadu,Commercial
CHE03,2011,11,69.0,60.0,65,55,Perambur,Chennai,Tamil Nadu,Commercial
CHE03,2011,12,71.0,59.0,65,55,Perambur,Chennai,Tamil Nadu,Commercial
CHE04,2011,2,73.0,61.0,65,55,T. Nagar,Chennai,Tamil Nadu,Commercial
CHE04,2011,3,72.0,61.0,65,55,T. Nagar,Chennai,Tamil Nadu,Commercial
CHE04,2011,4,72.0,61.0,65,55,T. Nagar,Chennai,Tamil Nadu,Commercial
CHE04,2011,5,72.0,63.0,65,55,T. Nagar,Chennai,Tamil Nadu,Commercial
CHE04,2011,6,73.0,64.0,65,55,T. Nagar,Chennai,Tamil Nadu,Commercial
CHE04,2011,7,73.0,62.0,65,55,T. Nagar,Chennai,Tamil Nadu,Commercial
CHE04,2011,8,73.0,63.0,65,55,T. Nagar,Chennai,Tamil Nadu,Commercial
CHE04,2011,9,73.0,62.0,65,55,T. Nagar,Chennai,Tamil Nadu,Commercial
CHE04,2011,10,74.0,62.0,65,55,T. Nagar,Chennai,Tamil Nadu,Commercial
CHE04,2011,11,73.0,61.0,65,55,T. Nagar,Chennai,Tamil Nadu,Commercial
CHE04,2011,12,72.0,60.0,65,55,T. Nagar,Chennai,Tamil Nadu,Commercial
CHE05,2011,2,43.0,46.0,55,45,Triplicane,Chennai,Tamil Nadu,Residential
CHE05,2011,3,43.0,47.0,55,45,Triplicane,Chennai,Tamil Nadu,Residential
CHE05,2011,4,55.0,48.0,55,45,Triplicane,Chennai,Tamil Nadu,Residential
CHE05,2011,5,67.0,56.0,55,45,Triplicane,Chennai,Tamil Nadu,Residential
CHE05,2011,6,68.0,57.0,55,45,Triplicane,Chennai,Tamil Nadu,Residential
CHE05,2011,7,67.0,56.0,55,45,Triplicane,Chennai,Tamil Nadu,Residential
CHE05,2011,8,68.0,57.0,55,45,Triplicane,Chennai,Tamil Nadu,Residential
CHE05,2011,9,68.0,56.0,55,45,Triplicane,Chennai,Tamil Nadu,Residential
CHE05,2011,10,68.0,55.0,55,45,Triplicane,Chennai,Tamil Nadu,Residential
CHE05,2011,11,68.0,55.0,55,45,Triplicane,Chennai,Tamil Nadu,Residential
CHE05,2011,12,68.0,55.0,55,45,Triplicane,Chennai,Tamil Nadu,Residential
DEL01,2011,2,53.0,50.0,50,40,Dilshad Garden,Delhi,Delhi,Silence
DEL01,2011,3,53.0,51.0,50,40,Dilshad Garden,Delhi,Delhi,Silence
DEL01,2011,4,51.0,50.0,50,40,Dilshad Garden,Delhi,Delhi,Silence
DEL01,2011,5,51.0,51.0,50,40,Dilshad Garden,Delhi,Delhi,Silence
DEL01,2011,6,52.0,50.0,50,40,Dilshad Garden,Delhi,Delhi,Silence
DEL01,2011,7,53.0,51.0,50,40,Dilshad Garden,Delhi,Delhi,Silence
DEL01,2011,8,54.0,54.0,50,40,Dilshad Garden,Delhi,Delhi,Silence
DEL01,2011,9,52.0,51.0,50,40,Dilshad Garden,Delhi,Delhi,Silence
DEL01,2011,10,52.0,50.0,50,40,Dilshad Garden,Delhi,Delhi,Silence
DEL01,2011,11,52.0,49.0,50,40,Dilshad Garden,Delhi,Delhi,Silence
DEL01,2011,12,52.0,50.0,50,40,Dilshad Garden,Delhi,Delhi,Silence
DEL02,2011,2,66.0,54.0,65,55,"CPCB, HQ",Delhi,Delhi,Commercial
DEL02,2011,3,66.0,54.0,65,55,"CPCB, HQ",Delhi,Delhi,Commercial
DEL02,2011,4,65.0,55.0,65,55,"CPCB, HQ",Delhi,Delhi,Commercial
DEL02,2011,5,65.0,56.0,65,55,"CPCB, HQ",Delhi,Delhi,Commercial
DEL02,2011,6,60.0,53.0,65,55,"CPCB, HQ",Delhi,Delhi,Commercial
DEL02,2011,7,62.0,52.0,65,55,"CPCB, HQ",Delhi,Delhi,Commercial
DEL02,2011,8,63.0,54.0,65,55,"CPCB, HQ",Delhi,Delhi,Commercial
DEL02,2011,9,63.0,52.0,65,55,"CPCB, HQ",Delhi,Delhi,Commercial
DEL02,2011,10,63.0,52.0,65,55,"CPCB, HQ",Delhi,Delhi,Commercial
DEL02,2011,11,62.0,55.0,65,55,"CPCB, HQ",Delhi,Delhi,Commercial
DEL02,2011,12,61.0,54.0,65,55,"CPCB, HQ",Delhi,Delhi,Commercial
DEL03,2011,2,54.0,50.0,50,40,"DCE, Bawana",Delhi,Delhi,Silence
DEL03,2011,3,53.0,48.0,50,40,"DCE, Bawana",Delhi,Delhi,Silence
DEL03,2011,4,52.0,49.0,50,40,"DCE, Bawana",Delhi,Delhi,Silence
DEL03,2011,5,52.0,51.0,50,40,"DCE, Bawana",Delhi,Delhi,Silence
DEL03,2011,6,67.0,64.0,50,40,"DCE, Bawana",Delhi,Delhi,Silence
DEL03,2011,7,54.0,50.0,50,40,"DCE, Bawana",Delhi,Delhi,Silence
DEL03,2011,8,54.0,50.0,50,40,"DCE, Bawana",Delhi,Delhi,Silence
DEL03,2011,9,54.0,54.0,50,40,"DCE, Bawana",Delhi,Delhi,Silence
DEL03,2011,10,51.0,49.0,50,40,"DCE, Bawana",Delhi,Delhi,Silence
DEL03,2011,11,51.0,47.0,50,40,"DCE, Bawana",Delhi,Delhi,Silence
DEL03,2011,12,51.0,46.0,50,40,"DCE, Bawana",Delhi,Delhi,Silence
DEL04,2011,2,74.0,73.0,65,55,ITO,Delhi,Delhi,Commercial
DEL04,2011,3,73.0,72.0,65,55,ITO,Delhi,Delhi,Commercial
DEL04,2011,4,72.0,70.0,65,55,ITO,Delhi,Delhi,Commercial
DEL04,2011,5,72.0,70.0,65,55,ITO,Delhi,Delhi,Commercial
DEL04,2011,6,73.0,71.0,65,55,ITO,Delhi,Delhi,Commercial
DEL04,2011,7,74.0,71.0,65,55,ITO,Delhi,Delhi,Commercial
DEL04,2011,8,73.0,70.0,65,55,ITO,Delhi,Delhi,Commercial
DEL04,2011,9,73.0,70.0,65,55,ITO,Delhi,Delhi,Commercial
DEL04,2011,10,73.0,71.0,65,55,ITO,Delhi,Delhi,Commercial
DEL04,2011,11,73.0,71.0,65,55,ITO,Delhi,Delhi,Commercial
DEL04,2011,12,73.0,69.0,65,55,ITO,Delhi,Delhi,Commercial
DEL05,2011,2,58.0,54.0,50,40,"NSIT, Dwarka",Delhi,Delhi,Silence
DEL05,2011,3,57.0,54.0,50,40,"NSIT, Dwarka",Delhi,Delhi,Silence
DEL05,2011,4,56.0,54.0,50,40,"NSIT, Dwarka",Delhi,Delhi,Silence
DEL05,2011,5,56.0,54.0,50,40,"NSIT, Dwarka",Delhi,Delhi,Silence
DEL05,2011,6,55.0,55.0,50,40,"NSIT, Dwarka",Delhi,Delhi,Silence
DEL05,2011,7,55.0,52.0,50,40,"NSIT, Dwarka",Delhi,Delhi,Silence
DEL05,2011,8,54.0,52.0,50,40,"NSIT, Dwarka",Delhi,Delhi,Silence
DEL05,2011,9,56.0,54.0,50,40,"NSIT, Dwarka",Delhi,Delhi,Silence
DEL05,2011,10,57.0,54.0,50,40,"NSIT, Dwarka",Delhi,Delhi,Silence
DEL05,2011,11,57.0,54.0,50,40,"NSIT, Dwarka",Delhi,Delhi,Silence
DEL05,2011,12,59.0,54.0,50,40,"NSIT, Dwarka",Delhi,Delhi,Silence
HYD01,2011,2,72.0,63.0,65,55,ABITS,Hyderabad,Telangana,Commercial
HYD01,2011,3,72.0,62.0,65,55,ABITS,Hyderabad,Telangana,Commercial
HYD01,2011,4,72.0,63.0,65,55,ABITS,Hyderabad,Telangana,Commercial
HYD01,2011,5,72.0,64.0,65,55,ABITS,Hyderabad,Telangana,Commercial
HYD01,2011,6,83.0,75.0,65,55,ABITS,Hyderabad,Telangana,Commercial
HYD01,2011,7,72.0,63.0,65,55,ABITS,Hyderabad,Telangana,Commercial
HYD01,2011,8,73.0,65.0,65,55,ABITS,Hyderabad,Telangana,Commercial
HYD01,2011,9,72.0,64.0,65,55,ABITS,Hyderabad,Telangana,Commercial
HYD01,2011,10,72.0,63.0,65,55,ABITS,Hyderabad,Telangana,Commercial
HYD01,2011,11,73.0,63.0,65,55,ABITS,Hyderabad,Telangana,Commercial
HYD01,2011,12,71.0,63.0,65,55,ABITS,Hyderabad,Telangana,Commercial
HYD02,2011,2,63.0,57.0,75,70,Jeedimetla,Hyderabad,Telangana,Industrial
HYD02,2011,3,62.0,56.0,75,70,Jeedimetla,Hyderabad,Telangana,Industrial
HYD02,2011,4,62.0,57.0,75,70,Jeedimetla,Hyderabad,Telangana,Industrial
HYD02,2011,5,62.0,56.0,75,70,Jeedimetla,Hyderabad,Telangana,Industrial
HYD02,2011,6,62.0,55.0,75,70,Jeedimetla,Hyderabad,Telangana,Industrial
HYD02,2011,7,62.0,54.0,75,70,Jeedimetla,Hyderabad,Telangana,Industrial
HYD02,2011,8,62.0,54.0,75,70,Jeedimetla,Hyderabad,Telangana,Industrial
HYD02,2011,9,63.0,56.0,75,70,Jeedimetla,Hyderabad,Telangana,Industrial
HYD02,2011,10,62.0,58.0,75,70,Jeedimetla,Hyderabad,Telangana,Industrial
HYD02,2011,11,63.0,58.0,75,70,Jeedimetla,Hyderabad,Telangana,Industrial
HYD02,2011,12,61.0,56.0,75,70,Jeedimetla,Hyderabad,Telangana,Industrial
HYD03,2011,2,57.0,49.0,55,45,Jublee Hills,Hyderabad,Telangana,Residential
HYD03,2011,3,58.0,52.0,55,45,Jublee Hills,Hyderabad,Telangana,Residential
HYD03,2011,4,58.0,52.0,55,45,Jublee Hills,Hyderabad,Telangana,Residential
HYD03,2011,5,56.0,49.0,55,45,Jublee Hills,Hyderabad,Telangana,Residential
HYD03,2011,6,57.0,50.0,55,45,Jublee Hills,Hyderabad,Telangana,Residential
HYD03,2011,7,59.0,51.0,55,45,Jublee Hills,Hyderabad,Telangana,Residential
HYD03,2011,8,59.0,51.0,55,45,Jublee Hills,Hyderabad,Telangana,Residential
HYD03,2011,9,83.0,49.0,55,45,Jublee Hills,Hyderabad,Telangana,Residential
HYD03,2011,10,66.0,53.0,55,45,Jublee Hills,Hyderabad,Telangana,Residential
HYD03,2011,11,57.0,50.0,55,45,Jublee Hills,Hyderabad,Telangana,Residential
HYD03,2011,12,56.0,47.0,55,45,Jublee Hills,Hyderabad,Telangana,Residential
HYD04,2011,2,76.0,71.0,50,40,Zoo,Hyderabad,Telangana,Silence
HYD04,2011,3,76.0,71.0,50,40,Zoo,Hyderabad,Telangana,Silence
HYD04,2011,4,76.0,71.0,50,40,Zoo,Hyderabad,Telangana,Silence
HYD04,2011,5,75.0,71.0,50,40,Zoo,Hyderabad,Telangana,Silence
HYD04,2011,6,77.0,73.0,50,40,Zoo,Hyderabad,Telangana,Silence
HYD04,2011,7,77.0,72.0,50,40,Zoo,Hyderabad,Telangana,Silence
HYD04,2011,8,76.0,71.0,50,40,Zoo,Hyderabad,Telangana,Silence
HYD04,2011,9,76.0,71.0,50,40,Zoo,Hyderabad,Telangana,Silence
HYD04,2011,10,75.0,71.0,50,40,Zoo,Hyderabad,Telangana,Silence
HYD04,2011,11,75.0,71.0,50,40,Zoo,Hyderabad,Telangana,Silence
HYD04,2011,12,76.0,69.0,50,40,Zoo,Hyderabad,Telangana,Silence
HYD05,2011,2,53.0,48.0,65,55,TSPCB,Hyderabad,Telangana,Commercial
HYD05,2011,3,53.0,48.0,65,55,TSPCB,Hyderabad,Telangana,Commercial
HYD05,2011,4,53.0,48.0,65,55,TSPCB,Hyderabad,Telangana,Commercial
HYD05,2011,5,53.0,48.0,65,55,TSPCB,Hyderabad,Telangana,Commercial
HYD05,2011,6,53.0,48.0,65,55,TSPCB,Hyderabad,Telangana,Commercial
HYD05,2011,7,53.0,49.0,65,55,TSPCB,Hyderabad,Telangana,Commercial
HYD05,2011,8,55.0,50.0,65,55,TSPCB,Hyderabad,Telangana,Commercial
HYD05,2011,9,56.0,55.0,65,55,TSPCB,Hyderabad,Telangana,Commercial
HYD05,2011,10,57.0,55.0,65,55,TSPCB,Hyderabad,Telangana,Commercial
HYD05,2011,11,52.0,48.0,65,55,TSPCB,Hyderabad,Telangana,Commercial
HYD05,2011,12,52.0,48.0,65,55,TSPCB,Hyderabad,Telangana,Commercial
KOL01,2011,2,62.0,58.0,75,70,Gol Park,Kolkata,West Bengal,Industrial
KOL01,2011,3,61.0,57.0,75,70,Gol Park,Kolkata,West Bengal,Industrial
KOL01,2011,4,62.0,58.0,75,70,Gol Park,Kolkata,West Bengal,Industrial
KOL01,2011,5,64.0,59.0,75,70,Gol Park,Kolkata,West Bengal,Industrial
KOL01,2011,6,66.0,61.0,75,70,Gol Park,Kolkata,West Bengal,Industrial
KOL01,2011,7,64.0,60.0,75,70,Gol Park,Kolkata,West Bengal,Industrial
KOL01,2011,8,64.0,60.0,75,70,Gol Park,Kolkata,West Bengal,Industrial
KOL01,2011,9,65.0,61.0,75,70,Gol Park,Kolkata,West Bengal,Industrial
KOL01,2011,10,64.0,61.0,75,70,Gol Park,Kolkata,West Bengal,Industrial
KOL01,2011,11,64.0,60.0,75,70,Gol Park,Kolkata,West Bengal,Industrial
KOL01,2011,12,62.0,60.0,75,70,Gol Park,Kolkata,West Bengal,Industrial
KOL02,2011,2,67.0,58.0,65,55,New Market,Kolkata,West Bengal,Commercial
KOL02,2011,3,67.0,60.0,65,55,New Market,Kolkata,West Bengal,Commercial
KOL02,2011,4,67.0,61.0,65,55,New Market,Kolkata,West Bengal,Commercial
KOL02,2011,5,67.0,61.0,65,55,New Market,Kolkata,West Bengal,Commercial
KOL02,2011,6,67.0,61.0,65,55,New Market,Kolkata,West Bengal,Commercial
KOL02,2011,7,67.0,60.0,65,55,New Market,Kolkata,West Bengal,Commercial
KOL02,2011,8,68.0,61.0,65,55,New Market,Kolkata,West Bengal,Commercial
KOL02,2011,9,68.0,60.0,65,55,New Market,Kolkata,West Bengal,Commercial
KOL02,2011,10,67.0,60.0,65,55,New Market,Kolkata,West Bengal,Commercial
KOL02,2011,11,66.0,58.0,65,55,New Market,Kolkata,West Bengal,Commercial
KOL02,2011,12,67.0,57.0,65,55,New Market,Kolkata,West Bengal,Commercial
KOL03,2011,2,55.0,47.0,55,45,Patauli,Kolkata,West Bengal,Residential
KOL03,2011,3,55.0,47.0,55,45,Patauli,Kolkata,West Bengal,Residential
KOL03,2011,4,55.0,50.0,55,45,Patauli,Kolkata,West Bengal,Residential
KOL03,2011,5,55.0,50.0,55,45,Patauli,Kolkata,West Bengal,Residential
KOL03,2011,6,56.0,50.0,55,45,Patauli,Kolkata,West Bengal,Residential
KOL03,2011,7,56.0,52.0,55,45,Patauli,Kolkata,West Bengal,Residential
KOL03,2011,8,56.0,50.0,55,45,Patauli,Kolkata,West Bengal,Residential
KOL03,2011,9,55.0,51.0,55,45,Patauli,Kolkata,West Bengal,Residential
KOL03,2011,10,55.0,51.0,55,45,Patauli,Kolkata,West Bengal,Residential
KOL03,2011,11,53.0,46.0,55,45,Patauli,Kolkata,West Bengal,Residential
KOL03,2011,12,53.0,47.0,55,45,Patauli,Kolkata,West Bengal,Residential
KOL04,2011,2,62.0,55.0,50,40,SSKM Hospital,Kolkata,West Bengal,Silence
KOL04,2011,3,62.0,55.0,50,40,SSKM Hospital,Kolkata,West Bengal,Silence
KOL04,2011,4,61.0,55.0,50,40,SSKM Hospital,Kolkata,West Bengal,Silence
KOL04,2011,5,61.0,55.0,50,40,SSKM Hospital,Kolkata,West Bengal,Silence
KOL04,2011,6,61.0,54.0,50,40,SSKM Hospital,Kolkata,West Bengal,Silence
KOL04,2011,7,61.0,54.0,50,40,SSKM Hospital,Kolkata,West Bengal,Silence
KOL04,2011,8,61.0,54.0,50,40,SSKM Hospital,Kolkata,West Bengal,Silence
KOL04,2011,9,62.0,54.0,50,40,SSKM Hospital,Kolkata,West Bengal,Silence
KOL04,2011,10,61.0,54.0,50,40,SSKM Hospital,Kolkata,West Bengal,Silence
KOL04,2011,11,61.0,53.0,50,40,SSKM Hospital,Kolkata,West Bengal,Silence
KOL04,2011,12,61.0,52.0,50,40,SSKM Hospital,Kolkata,West Bengal,Silence
KOL05,2011,2,63.0,58.0,65,55,WBPCB Headquarter,Kolkata,West Bengal,Commercial
KOL05,2011,3,62.0,56.0,65,55,WBPCB Headquarter,Kolkata,West Bengal,Commercial
KOL05,2011,4,62.0,56.0,65,55,WBPCB Headquarter,Kolkata,West Bengal,Commercial
KOL05,2011,5,62.0,56.0,65,55,WBPCB Headquarter,Kolkata,West Bengal,Commercial
KOL05,2011,6,62.0,56.0,65,55,WBPCB Headquarter,Kolkata,West Bengal,Commercial
KOL05,2011,7,62.0,54.0,65,55,WBPCB Headquarter,Kolkata,West Bengal,Commercial
KOL05,2011,8,62.0,55.0,65,55,WBPCB Headquarter,Kolkata,West Bengal,Commercial
KOL05,2011,9,62.0,55.0,65,55,WBPCB Headquarter,Kolkata,West Bengal,Commercial
KOL05,2011,10,61.0,56.0,65,55,WBPCB Headquarter,Kolkata,West Bengal,Commercial
KOL05,2011,11,61.0,55.0,65,55,WBPCB Headquarter,Kolkata,West Bengal,Commercial
KOL05,2011,12,62.0,53.0,65,55,WBPCB Headquarter,Kolkata,West Bengal,Commercial
LUC01,2011,2,64.0,55.0,75,70,Talkatora,Lucknow,Uttar Pradesh,Industrial
LUC01,2011,3,63.0,55.0,75,70,Talkatora,Lucknow,Uttar Pradesh,Industrial
LUC01,2011,4,62.0,55.0,75,70,Talkatora,Lucknow,Uttar Pradesh,Industrial
LUC01,2011,5,62.0,56.0,75,70,Talkatora,Lucknow,Uttar Pradesh,Industrial
LUC01,2011,6,63.0,56.0,75,70,Talkatora,Lucknow,Uttar Pradesh,Industrial
LUC01,2011,7,73.0,63.0,75,70,Talkatora,Lucknow,Uttar Pradesh,Industrial
LUC01,2011,8,63.0,51.0,75,70,Talkatora,Lucknow,Uttar Pradesh,Industrial
LUC01,2011,9,62.0,55.0,75,70,Talkatora,Lucknow,Uttar Pradesh,Industrial
LUC01,2011,10,61.0,56.0,75,70,Talkatora,Lucknow,Uttar Pradesh,Industrial
LUC01,2011,11,73.0,61.0,75,70,Talkatora,Lucknow,Uttar Pradesh,Industrial
LUC01,2011,12,73.0,61.0,75,70,Talkatora,Lucknow,Uttar Pradesh,Industrial
LUC02,2011,2,73.0,63.0,65,55,Hazratganj,Lucknow,Uttar Pradesh,Commercial
LUC02,2011,3,71.0,61.0,65,55,Hazratganj,Lucknow,Uttar Pradesh,Commercial
LUC02,2011,4,72.0,62.0,65,55,Hazratganj,Lucknow,Uttar Pradesh,Commercial
LUC02,2011,5,72.0,63.0,65,55,Hazratganj,Lucknow,Uttar Pradesh,Commercial
LUC02,2011,6,72.0,63.0,65,55,Hazratganj,Lucknow,Uttar Pradesh,Commercial
LUC02,2011,7,61.0,72.0,65,55,Hazratganj,Lucknow,Uttar Pradesh,Commercial
LUC02,2011,8,70.0,60.0,65,55,Hazratganj,Lucknow,Uttar Pradesh,Commercial
LUC02,2011,9,72.0,62.0,65,55,Hazratganj,Lucknow,Uttar Pradesh,Commercial
LUC02,2011,10,72.0,63.0,65,55,Hazratganj,Lucknow,Uttar Pradesh,Commercial
LUC02,2011,11,73.0,61.0,65,55,Hazratganj,Lucknow,Uttar Pradesh,Commercial
LUC02,2011,12,71.0,61.0,65,55,Hazratganj,Lucknow,Uttar Pradesh,Commercial
LUC03,2011,2,54.0,45.0,50,40,P.G.I. Hospital,Lucknow,Uttar Pradesh,Silence
LUC03,2011,3,53.0,47.0,50,40,P.G.I. Hospital,Lucknow,Uttar Pradesh,Silence
LUC03,2011,4,54.0,50.0,50,40,P.G.I. Hospital,Lucknow,Uttar Pradesh,Silence
